Project_names,Release,Date,OSE,BCE,PDE,SV,OS,SD,RS,TF,UI,TC,total-cs
ElevenClock,3.1.0,2022-01-16,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,3.1.1,2022-01-18,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,3.2.0,2022-01-31,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,3.2.1,2022-02-14,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,3.2.2,2022-02-15,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,3.2.3,2022-02-16,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,3.3.0,2022-03-01,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,3.3.1,2022-03-07,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,3.3.2,2022-03-19,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,3.4.0,2022-04-03,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,3.4.1,2022-04-18,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,3.5.0,2022-05-01,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,3.6.0,2022-06-13,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,3.6.1,2022-07-02,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,3.6.2,2022-07-06,0,1,1,0,0,0,0,1,0,1,4
ElevenClock,3.6.3,2022-07-09,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,3.6.4,2022-07-12,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,3.7.0,2022-08-01,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,3.7.1,2022-08-03,0,1,1,0,0,0,1,1,1,1,6
ElevenClock,3.7.2,2022-08-31,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,3.7.3,2022-09-02,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,3.8.0,2022-09-09,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,3.8.1,2022-09-10,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,3.8.2,2022-09-17,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,3.9.0,2022-10-09,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,3.9.1,2022-10-09,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,3.9.2,2022-10-23,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,3.9.3,2022-10-23,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,3.9.3-r2,2022-11-10,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,3.9.4-beta2,2022-11-14,0,1,1,0,0,0,0,1,0,1,4
ElevenClock,3.9.4-beta3,2022-11-15,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,3.9.4,2022-11-19,0,1,1,0,0,0,0,1,0,1,4
ElevenClock,3.9.5,2022-11-21,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,3.9.6,2022-11-22,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,3.9.7-beta1,2022-11-24,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,4.0.0-beta1,2023-01-05,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,4.0.0,2023-01-14,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,4.0.1-beta1,2023-01-19,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,4.0.1,2023-02-06,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,4.0.2,2023-03-17,0,1,1,0,0,0,0,1,0,1,4
ElevenClock,4.0.3,2023-03-17,0,1,1,0,0,0,0,1,0,1,4
ElevenClock,4.0.4,2023-03-19,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,4.1.0-beta,2023-03-24,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,4.1.0-beta2,2023-03-25,0,1,1,0,0,0,0,1,0,1,4
ElevenClock,4.1.0,2023-03-27,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,4.1.1,2023-04-29,0,1,1,0,0,0,0,1,0,1,4
ElevenClock,4.1.1.1,2023-04-30,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,4.2.0-beta,2023-05-25,0,1,1,0,0,0,0,1,0,1,4
ElevenClock,4.2.0,2023-06-29,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,4.2.1,2023-07-06,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,4.2.2,2023-07-08,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,4.3.0,2023-08-31,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,4.3.1,2023-10-14,0,1,1,0,0,0,0,1,0,1,4
ElevenClock,4.3.2,2023-10-24,0,1,1,0,0,0,1,1,0,1,5
ElevenClock,4.3.3,2023-11-25,0,1,1,1,0,0,1,1,0,1,6
ElevenClock,4.4.0-beta0,2024-07-24,0,1,1,0,0,0,0,1,0,1,4
ElevenClock,4.4.0,2024-07-26,0,1,1,0,0,0,1,1,0,1,5
